Estatísticas para DOWNLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=16892.09 bps, std=3089.69, mediana=15383.82, min=13745.02, max=22643.16, n=5, outliers=0
tree_ORTHOMCL1002_Inner1.nexus: média=13981.74 bps, std=1225.91, mediana=14977.11, min=12469.85, max=14986.31, n=5, outliers=0
tree_ORTHOMCL1002_Inner2.nexus: média=12713.71 bps, std=2038.32, mediana=12355.08, min=9272.66, max=14835.84, n=5, outliers=0
tree_ORTHOMCL1002_Inner3.nexus: média=17397.94 bps, std=1709.26, mediana=16238.29, min=15573.82, max=19479.58, n=5, outliers=0
tree_ORTHOMCL1002_Inner4.nexus: média=27320.58 bps, std=475.60, mediana=27064.54, min=27039.65, max=28267.70, n=5, outliers=0
tree_ORTHOMCL1003_Inner1.nexus: média=14326.87 bps, std=987.89, mediana=14818.24, min=12351.14, max=14832.88, n=5, outliers=0
tree_ORTHOMCL1003_Inner2.nexus: média=12408.04 bps, std=1464.44, mediana=12492.24, min=10715.03, max=14994.08, n=5, outliers=0
tree_ORTHOMCL1003_Inner3.nexus: média=17609.54 bps, std=2892.44, mediana=16231.51, min=13933.83, max=22194.31, n=5, outliers=0
tree_ORTHOMCL1003_Inner4.nexus: média=28970.24 bps, std=2875.26, mediana=27055.31, min=25868.04, max=32460.11, n=5, outliers=0
tree_ORTHOMCL1005_Inner1.nexus: média=12845.72 bps, std=1570.15, mediana=12951.20, min=10613.01, max=14818.34, n=5, outliers=0
tree_ORTHOMCL1005_Inner2.nexus: média=12518.71 bps, std=444.63, mediana=12367.27, min=11894.57, max=13190.00, n=5, outliers=0
tree_ORTHOMCL1005_Inner3.nexus: média=17207.20 bps, std=2102.64, mediana=16929.35, min=13901.19, max=19471.16, n=5, outliers=0
tree_ORTHOMCL1005_Inner4.nexus: média=24877.31 bps, std=7336.08, mediana=27052.20, min=10808.72, max=32426.79, n=5, outliers=0
tree_ORTHOMCL1006_Inner1.nexus: média=14442.29 bps, std=2559.88, mediana=12761.17, min=12290.30, max=19102.46, n=5, outliers=0
tree_ORTHOMCL1006_Inner2.nexus: média=12964.96 bps, std=2073.20, mediana=12978.33, min=9360.58, max=15008.98, n=5, outliers=0
tree_ORTHOMCL1006_Inner3.nexus: média=17486.99 bps, std=2198.87, mediana=16640.81, min=14241.16, max=19958.54, n=5, outliers=0
tree_ORTHOMCL1006_Inner4.nexus: média=26763.25 bps, std=4699.49, mediana=28037.22, min=18013.20, max=32134.80, n=5, outliers=0
tree_ORTHOMCL1007_Inner1.nexus: média=13376.10 bps, std=1265.97, mediana=12474.39, min=12351.10, max=15473.59, n=5, outliers=0
tree_ORTHOMCL1007_Inner2.nexus: média=12789.04 bps, std=1998.57, mediana=12492.75, min=9371.93, max=14959.03, n=5, outliers=0
tree_ORTHOMCL1007_Inner3.nexus: média=16669.27 bps, std=2633.00, mediana=16364.87, min=13255.59, max=19671.25, n=5, outliers=0
tree_ORTHOMCL1007_Inner4.nexus: média=29687.45 bps, std=2206.31, mediana=29976.16, min=27183.25, max=32630.02, n=5, outliers=0
tree_ORTHOMCL1008_Inner1.nexus: média=13333.51 bps, std=1200.13, mediana=12362.30, min=12346.23, max=14833.22, n=5, outliers=0
tree_ORTHOMCL1008_Inner2.nexus: média=12245.65 bps, std=905.15, mediana=12461.65, min=10698.18, max=13495.56, n=5, outliers=0
tree_ORTHOMCL1008_Inner3.nexus: média=16173.50 bps, std=1106.87, mediana=16392.92, min=14043.90, max=17123.21, n=5, outliers=0
tree_ORTHOMCL1008_Inner4.nexus: média=28750.19 bps, std=3527.12, mediana=30389.59, min=22848.04, max=31992.07, n=5, outliers=0
tree_ORTHOMCL1009_Inner1.nexus: média=11927.54 bps, std=1809.66, mediana=12360.32, min=9504.17, max=14815.83, n=5, outliers=0
tree_ORTHOMCL1009_Inner2.nexus: média=13849.12 bps, std=2182.59, mediana=12765.42, min=12741.13, max=18214.25, n=5, outliers=0
tree_ORTHOMCL1009_Inner3.nexus: média=12996.08 bps, std=998.80, mediana=12500.62, min=12483.79, max=14993.63, n=5, outliers=0
tree_ORTHOMCL1009_Inner4.nexus: média=28144.81 bps, std=2170.71, mediana=27066.83, min=27033.19, max=32486.14, n=5, outliers=0
tree_ORTHOMCL1018_Inner1.nexus: média=13124.67 bps, std=1644.22, mediana=12488.67, min=10704.21, max=14985.02, n=5, outliers=0
tree_ORTHOMCL1018_Inner2.nexus: média=13850.44 bps, std=1211.47, mediana=14823.52, min=12363.27, max=14853.54, n=5, outliers=0
tree_ORTHOMCL1018_Inner3.nexus: média=16958.75 bps, std=1520.88, mediana=16374.85, min=15073.52, max=19636.19, n=5, outliers=0
tree_ORTHOMCL1018_Inner4.nexus: média=28687.14 bps, std=3908.30, mediana=30509.94, min=21754.75, max=32619.90, n=5, outliers=0
tree_ORTHOMCL1021_Inner1.nexus: média=13435.84 bps, std=1147.89, mediana=12790.71, min=12359.62, max=14832.00, n=5, outliers=0
tree_ORTHOMCL1021_Inner2.nexus: média=13553.77 bps, std=1698.81, mediana=12904.01, min=11044.83, max=15469.39, n=5, outliers=0
tree_ORTHOMCL1021_Inner3.nexus: média=17958.73 bps, std=1626.67, mediana=16642.75, min=16620.69, max=19962.49, n=5, outliers=0
tree_ORTHOMCL1021_Inner4.nexus: média=26922.00 bps, std=6.13, mediana=26922.72, min=26912.24, max=26930.72, n=5, outliers=0
tree_ORTHOMCL1023_Inner1.nexus: média=12229.38 bps, std=520.20, mediana=12486.10, min=11189.03, max=12497.01, n=5, outliers=0
tree_ORTHOMCL1023_Inner2.nexus: média=19424.88 bps, std=2477.64, mediana=20102.72, min=16757.66, max=23380.53, n=5, outliers=0
tree_ORTHOMCL1023_Inner3.nexus: média=20064.94 bps, std=1185.02, mediana=20650.65, min=17695.06, max=20682.94, n=5, outliers=0
tree_ORTHOMCL1023_Inner4.nexus: média=27266.88 bps, std=6592.59, mediana=27560.54, min=15043.62, max=33118.35, n=5, outliers=0
tree_ORTHOMCL1027_Inner1.nexus: média=12492.22 bps, std=1346.07, mediana=12350.72, min=10588.75, max=14811.38, n=5, outliers=0
tree_ORTHOMCL1027_Inner2.nexus: média=12300.33 bps, std=2559.92, mediana=12484.95, min=8326.67, max=14995.48, n=5, outliers=0
tree_ORTHOMCL1027_Inner3.nexus: média=17829.00 bps, std=2277.11, mediana=19465.76, min=14018.85, max=19651.83, n=5, outliers=0
tree_ORTHOMCL1027_Inner4.nexus: média=27761.04 bps, std=2137.92, mediana=26647.70, min=26616.56, max=32033.26, n=5, outliers=0
tree_ORTHOMCL1029_Inner1.nexus: média=13477.14 bps, std=1729.46, mediana=14794.42, min=10597.29, max=14826.07, n=5, outliers=0
tree_ORTHOMCL1029_Inner2.nexus: média=3850.02 bps, std=335.60, mediana=3937.91, min=3253.60, max=4157.60, n=5, outliers=0
tree_ORTHOMCL1029_Inner3.nexus: média=16565.84 bps, std=1797.06, mediana=16378.53, min=14034.91, max=19669.39, n=5, outliers=0
tree_ORTHOMCL1029_Inner4.nexus: média=29372.08 bps, std=2657.56, mediana=27205.78, min=27200.06, max=32631.99, n=5, outliers=0
tree_ORTHOMCL1033_Inner1.nexus: média=12358.23 bps, std=9.25, mediana=12362.31, min=12340.36, max=12365.05, n=5, outliers=0
tree_ORTHOMCL1033_Inner2.nexus: média=12620.01 bps, std=2098.32, mediana=12489.39, min=9939.06, max=14983.87, n=5, outliers=0
tree_ORTHOMCL1033_Inner3.nexus: média=17128.13 bps, std=1940.17, mediana=16638.93, min=14130.75, max=19958.30, n=5, outliers=0
tree_ORTHOMCL1033_Inner4.nexus: média=25963.25 bps, std=1577.66, mediana=27029.83, min=23169.26, max=27315.66, n=5, outliers=0
tree_ORTHOMCL1034_Inner1.nexus: média=13178.83 bps, std=975.34, mediana=12493.28, min=12487.09, max=14986.37, n=5, outliers=0
tree_ORTHOMCL1034_Inner2.nexus: média=11536.67 bps, std=1923.65, mediana=10613.60, min=9263.39, max=14842.65, n=5, outliers=0
tree_ORTHOMCL1034_Inner3.nexus: média=17505.85 bps, std=2908.78, mediana=19623.79, min=12271.69, max=19643.72, n=5, outliers=0
tree_ORTHOMCL1034_Inner4.nexus: média=26712.95 bps, std=2965.07, mediana=26652.03, min=22869.30, max=31960.09, n=5, outliers=0
tree_ORTHOMCL1038_Inner1.nexus: média=11570.53 bps, std=2319.62, mediana=12323.08, min=7845.45, max=14834.29, n=5, outliers=0
tree_ORTHOMCL1038_Inner2.nexus: média=13864.71 bps, std=1099.70, mediana=14207.48, min=12512.05, max=15001.32, n=5, outliers=0
tree_ORTHOMCL1038_Inner3.nexus: média=16068.35 bps, std=2311.25, mediana=16238.48, min=12173.97, max=19453.08, n=5, outliers=0
tree_ORTHOMCL1038_Inner4.nexus: média=28754.55 bps, std=3127.72, mediana=27018.49, min=24849.99, max=32481.35, n=5, outliers=0
tree_ORTHOMCL1039_Inner1.nexus: média=12248.86 bps, std=948.05, mediana=12360.39, min=10588.20, max=13549.85, n=5, outliers=0
tree_ORTHOMCL1039_Inner2.nexus: média=12121.75 bps, std=1754.16, mediana=12495.81, min=9910.95, max=14990.01, n=5, outliers=0
tree_ORTHOMCL1039_Inner3.nexus: média=15939.42 bps, std=2632.47, mediana=16232.46, min=12187.41, max=19485.33, n=5, outliers=0
tree_ORTHOMCL1039_Inner4.nexus: média=29211.39 bps, std=2651.36, mediana=27092.36, min=27006.96, max=32470.38, n=5, outliers=0
tree_ORTHOMCL1042_Inner1.nexus: média=11331.92 bps, std=1755.30, mediana=12363.66, min=8235.20, max=13101.39, n=5, outliers=0
tree_ORTHOMCL1042_Inner2.nexus: média=13437.50 bps, std=1553.76, mediana=13859.88, min=10599.28, max=14818.64, n=5, outliers=0
tree_ORTHOMCL1042_Inner3.nexus: média=17261.17 bps, std=832.92, mediana=16636.63, min=16601.96, max=18679.46, n=5, outliers=0
tree_ORTHOMCL1042_Inner4.nexus: média=27988.26 bps, std=3160.08, mediana=27038.10, min=23195.20, max=32468.24, n=5, outliers=0
tree_ORTHOMCL1043_Inner1.nexus: média=12149.98 bps, std=1559.69, mediana=12355.03, min=10585.86, max=14838.88, n=5, outliers=0
tree_ORTHOMCL1043_Inner2.nexus: média=18654.23 bps, std=1280.59, mediana=19286.53, min=16094.42, max=19344.95, n=5, outliers=0
tree_ORTHOMCL1043_Inner3.nexus: média=11408.24 bps, std=858.45, mediana=10719.62, min=10696.75, max=12483.20, n=5, outliers=0
tree_ORTHOMCL1043_Inner4.nexus: média=29462.70 bps, std=2473.69, mediana=29783.71, min=26600.61, max=32280.56, n=5, outliers=0
tree_ORTHOMCL1074_Inner1.nexus: média=11817.86 bps, std=1040.94, mediana=12359.32, min=10589.61, max=13176.08, n=5, outliers=0
tree_ORTHOMCL1074_Inner2.nexus: média=17829.33 bps, std=2880.38, mediana=19295.55, min=12069.69, max=19316.06, n=5, outliers=0
tree_ORTHOMCL1074_Inner3.nexus: média=11415.18 bps, std=1222.51, mediana=11939.02, min=9364.91, max=12566.13, n=5, outliers=0
tree_ORTHOMCL1074_Inner4.nexus: média=28119.31 bps, std=3431.31, mediana=27794.98, min=22729.59, max=31797.57, n=5, outliers=0
tree_ORTHOMCL1083_Inner1.nexus: média=13007.30 bps, std=1639.45, mediana=12377.94, min=10597.85, max=14856.06, n=5, outliers=0
tree_ORTHOMCL1083_Inner2.nexus: média=12481.99 bps, std=2731.29, mediana=12499.48, min=7486.39, max=14966.89, n=5, outliers=0
tree_ORTHOMCL1083_Inner3.nexus: média=16277.98 bps, std=1759.01, mediana=16101.27, min=13789.81, max=19308.09, n=5, outliers=0
tree_ORTHOMCL1083_Inner4.nexus: média=28637.14 bps, std=2613.47, mediana=26517.55, min=26487.97, max=31858.74, n=5, outliers=0
tree_ORTHOMCL1087_Inner1.nexus: média=12656.40 bps, std=644.24, mediana=12361.34, min=12239.07, max=13940.98, n=5, outliers=0
tree_ORTHOMCL1087_Inner2.nexus: média=12661.15 bps, std=1369.16, mediana=12485.08, min=10575.60, max=14842.36, n=5, outliers=0
tree_ORTHOMCL1087_Inner3.nexus: média=15885.50 bps, std=2038.23, mediana=16098.45, min=13780.31, max=19292.86, n=5, outliers=0
tree_ORTHOMCL1087_Inner4.nexus: média=28356.92 bps, std=2396.83, mediana=26440.83, min=26383.30, max=31686.46, n=5, outliers=0
tree_ORTHOMCL1092_Inner1.nexus: média=12989.56 bps, std=1622.65, mediana=12362.79, min=10603.88, max=14827.08, n=5, outliers=0
tree_ORTHOMCL1092_Inner2.nexus: média=12347.61 bps, std=2983.07, mediana=12498.64, min=6808.28, max=14983.49, n=5, outliers=0
tree_ORTHOMCL1092_Inner3.nexus: média=16422.89 bps, std=1777.64, mediana=16228.99, min=13921.76, max=19494.64, n=5, outliers=0
tree_ORTHOMCL1092_Inner4.nexus: média=28120.43 bps, std=2199.67, mediana=27022.55, min=26999.11, max=32519.70, n=5, outliers=0
tree_ORTHOMCL1100_Inner1.nexus: média=13409.66 bps, std=1036.06, mediana=12891.75, min=12886.58, max=15481.77, n=5, outliers=0
tree_ORTHOMCL1100_Inner2.nexus: média=12138.85 bps, std=720.18, mediana=12492.24, min=10698.67, max=12517.76, n=5, outliers=0
tree_ORTHOMCL1100_Inner3.nexus: média=18180.57 bps, std=1585.16, mediana=19459.93, min=16236.52, max=19485.37, n=5, outliers=0
tree_ORTHOMCL1100_Inner4.nexus: média=27105.62 bps, std=3484.42, mediana=27561.30, min=23629.30, max=33124.08, n=5, outliers=0
tree_ORTHOMCL1104_Inner1.nexus: média=12986.26 bps, std=1623.66, mediana=12365.10, min=10589.75, max=14825.66, n=5, outliers=0
tree_ORTHOMCL1104_Inner2.nexus: média=13348.69 bps, std=1200.62, mediana=12403.72, min=12346.89, max=14823.62, n=5, outliers=0
tree_ORTHOMCL1104_Inner3.nexus: média=16044.48 bps, std=1106.03, mediana=16240.98, min=13917.79, max=16956.31, n=5, outliers=0
tree_ORTHOMCL1104_Inner4.nexus: média=8646.61 bps, std=750.06, mediana=8878.33, min=7291.24, max=9531.46, n=5, outliers=0
tree_ORTHOMCL1113_Inner1.nexus: média=13564.31 bps, std=1699.82, mediana=12915.65, min=11055.18, max=15484.70, n=5, outliers=0
tree_ORTHOMCL1113_Inner2.nexus: média=13345.37 bps, std=1218.02, mediana=12354.64, min=12343.49, max=14838.70, n=5, outliers=0
tree_ORTHOMCL1113_Inner3.nexus: média=17511.46 bps, std=1564.09, mediana=16247.77, min=16224.80, max=19472.26, n=5, outliers=0
tree_ORTHOMCL1113_Inner4.nexus: média=27383.70 bps, std=2964.94, mediana=27076.30, min=23160.79, max=32469.49, n=5, outliers=0
tree_ORTHOMCL1125_Inner1.nexus: média=13906.34 bps, std=1170.74, mediana=14552.74, min=12482.10, max=15013.24, n=5, outliers=0
tree_ORTHOMCL1125_Inner2.nexus: média=16321.94 bps, std=165.24, mediana=16238.38, min=16231.20, max=16651.94, n=5, outliers=0
tree_ORTHOMCL1125_Inner3.nexus: média=13406.30 bps, std=1028.41, mediana=12896.95, min=12881.56, max=15463.08, n=5, outliers=0
tree_ORTHOMCL1125_Inner4.nexus: média=27430.13 bps, std=2857.13, mediana=27187.25, min=23308.68, max=32292.85, n=5, outliers=0
tree_ORTHOMCL1126_Inner1.nexus: média=12653.10 bps, std=1370.02, mediana=12514.47, min=10692.43, max=14994.94, n=5, outliers=0
tree_ORTHOMCL1126_Inner2.nexus: média=15018.04 bps, std=2117.69, mediana=16241.32, min=10818.62, max=16250.25, n=5, outliers=0
tree_ORTHOMCL1126_Inner3.nexus: média=12724.15 bps, std=1814.55, mediana=12357.38, min=10607.12, max=14845.93, n=5, outliers=0
tree_ORTHOMCL1126_Inner4.nexus: média=29168.34 bps, std=2696.57, mediana=27041.23, min=26894.04, max=32479.69, n=5, outliers=0
tree_ORTHOMCL1127_Inner1.nexus: média=12372.43 bps, std=22.67, mediana=12361.70, min=12353.82, max=12414.88, n=5, outliers=0
tree_ORTHOMCL1127_Inner2.nexus: média=13134.37 bps, std=1647.98, mediana=12487.91, min=10723.20, max=14994.94, n=5, outliers=0
tree_ORTHOMCL1127_Inner3.nexus: média=14930.17 bps, std=2600.17, mediana=16228.00, min=9729.84, max=16238.60, n=5, outliers=0
tree_ORTHOMCL1127_Inner4.nexus: média=25572.37 bps, std=4787.45, mediana=27055.80, min=18030.69, max=32475.64, n=5, outliers=0
tree_ORTHOMCL1129_Inner1.nexus: média=12498.64 bps, std=1351.12, mediana=12358.11, min=10591.56, max=14829.09, n=5, outliers=0
tree_ORTHOMCL1129_Inner2.nexus: média=17484.47 bps, std=2194.58, mediana=16643.20, min=14256.87, max=19980.70, n=5, outliers=0
tree_ORTHOMCL1129_Inner3.nexus: média=12501.59 bps, std=2253.64, mediana=12453.27, min=9366.87, max=14991.69, n=5, outliers=0
tree_ORTHOMCL1129_Inner4.nexus: média=30332.47 bps, std=2585.36, mediana=32047.30, min=27161.54, max=32649.90, n=5, outliers=0
tree_ORTHOMCL1131_Inner1.nexus: média=12400.79 bps, std=1390.30, mediana=12380.21, min=10585.05, max=14815.68, n=5, outliers=0
tree_ORTHOMCL1131_Inner2.nexus: média=12783.21 bps, std=1381.10, mediana=12493.22, min=10703.46, max=14977.66, n=5, outliers=0
tree_ORTHOMCL1131_Inner3.nexus: média=15970.08 bps, std=2049.86, mediana=16253.48, min=13898.14, max=19490.85, n=5, outliers=0
tree_ORTHOMCL1131_Inner4.nexus: média=26913.79 bps, std=1045.15, mediana=27058.72, min=25093.62, max=28361.82, n=5, outliers=0
tree_ORTHOMCL1135_Inner1.nexus: média=12104.52 bps, std=906.75, mediana=12360.15, min=10607.55, max=13388.57, n=5, outliers=0
tree_ORTHOMCL1135_Inner2.nexus: média=12903.67 bps, std=1440.27, mediana=12485.69, min=10719.42, max=14984.03, n=5, outliers=0
tree_ORTHOMCL1135_Inner3.nexus: média=16384.25 bps, std=1436.40, mediana=16232.61, min=13915.38, max=18159.55, n=5, outliers=0
tree_ORTHOMCL1135_Inner4.nexus: média=26033.94 bps, std=4524.60, mediana=27044.21, min=20288.58, max=32451.69, n=5, outliers=0
tree_ORTHOMCL1136_Inner1.nexus: média=12656.33 bps, std=1139.64, mediana=12348.86, min=11410.94, max=14815.99, n=5, outliers=0
tree_ORTHOMCL1136_Inner2.nexus: média=13357.54 bps, std=1209.41, mediana=12380.08, min=12359.99, max=14843.92, n=5, outliers=0
tree_ORTHOMCL1136_Inner3.nexus: média=15207.16 bps, std=2318.03, mediana=16631.16, min=11086.97, max=17422.43, n=5, outliers=0
tree_ORTHOMCL1136_Inner4.nexus: média=28713.75 bps, std=2304.91, mediana=26922.99, min=26839.34, max=32288.82, n=5, outliers=0
tree_ORTHOMCL1146_Inner1.nexus: média=13568.52 bps, std=1712.89, mediana=12904.97, min=11053.34, max=15526.84, n=5, outliers=0
tree_ORTHOMCL1146_Inner2.nexus: média=12987.95 bps, std=992.79, mediana=12499.92, min=12474.97, max=14973.41, n=5, outliers=0
tree_ORTHOMCL1146_Inner3.nexus: média=16608.69 bps, std=464.60, mediana=16376.21, min=16367.66, max=17537.82, n=5, outliers=0
tree_ORTHOMCL1146_Inner4.nexus: média=29464.26 bps, std=4811.27, mediana=27187.94, min=23298.33, max=37037.56, n=5, outliers=0
tree_ORTHOMCL1147_Inner1.nexus: média=12273.95 bps, std=709.83, mediana=12740.61, min=10934.10, max=12771.30, n=5, outliers=0
tree_ORTHOMCL1147_Inner2.nexus: média=18135.30 bps, std=1520.06, mediana=17505.44, min=16621.57, max=19959.69, n=5, outliers=0
tree_ORTHOMCL1147_Inner3.nexus: média=12360.85 bps, std=1325.67, mediana=12230.12, min=10477.89, max=14638.88, n=5, outliers=0
tree_ORTHOMCL1147_Inner4.nexus: média=28719.64 bps, std=3609.28, mediana=27328.99, min=23396.83, max=32794.00, n=5, outliers=0
tree_ORTHOMCL1166_Inner1.nexus: média=12856.28 bps, std=990.78, mediana=12363.02, min=12355.84, max=14837.83, n=5, outliers=0
tree_ORTHOMCL1166_Inner2.nexus: média=13073.73 bps, std=2079.87, mediana=13541.53, min=9366.89, max=14992.72, n=5, outliers=0
tree_ORTHOMCL1166_Inner3.nexus: média=16307.10 bps, std=1785.20, mediana=16024.71, min=14412.92, max=19531.32, n=5, outliers=0
tree_ORTHOMCL1166_Inner4.nexus: média=30246.72 bps, std=4832.60, mediana=29895.85, min=24818.44, max=38908.94, n=5, outliers=0
tree_ORTHOMCL1305_Inner1.nexus: média=11514.96 bps, std=1230.13, mediana=11094.82, min=9666.84, max=12906.10, n=5, outliers=0
tree_ORTHOMCL1305_Inner2.nexus: média=13632.49 bps, std=1742.92, mediana=14968.88, min=10728.95, max=14999.79, n=5, outliers=0
tree_ORTHOMCL1305_Inner3.nexus: média=23756.96 bps, std=2009.59, mediana=23834.32, min=20452.64, max=26798.15, n=5, outliers=0
tree_ORTHOMCL1311_Inner1.nexus: média=13566.05 bps, std=996.61, mediana=12904.26, min=12891.12, max=15466.76, n=5, outliers=0
tree_ORTHOMCL1311_Inner2.nexus: média=12628.06 bps, std=1362.50, mediana=12486.79, min=10702.70, max=14976.44, n=5, outliers=0
tree_ORTHOMCL1311_Inner3.nexus: média=7527.13 bps, std=249.53, mediana=7519.67, min=7143.71, max=7932.29, n=5, outliers=0
tree_ORTHOMCL1313_Inner1.nexus: média=13923.00 bps, std=1267.30, mediana=12918.96, min=12863.33, max=15488.44, n=5, outliers=0
tree_ORTHOMCL1313_Inner2.nexus: média=13005.36 bps, std=994.52, mediana=12502.01, min=12491.41, max=14994.06, n=5, outliers=0
tree_ORTHOMCL1313_Inner3.nexus: média=24778.81 bps, std=1914.02, mediana=23837.51, min=23773.13, max=28606.45, n=5, outliers=0
tree_ORTHOMCL1314_Inner1.nexus: média=13415.74 bps, std=1029.17, mediana=12899.99, min=12888.87, max=15473.92, n=5, outliers=0
tree_ORTHOMCL1314_Inner2.nexus: média=13035.40 bps, std=1395.72, mediana=12899.42, min=11053.29, max=15434.04, n=5, outliers=0
tree_ORTHOMCL1314_Inner3.nexus: média=23181.35 bps, std=1368.63, mediana=23854.07, min=20444.69, max=23917.98, n=5, outliers=0
tree_ORTHOMCL1316_Inner1.nexus: média=13923.75 bps, std=1259.41, mediana=12904.52, min=12883.95, max=15478.74, n=5, outliers=0
tree_ORTHOMCL1316_Inner2.nexus: média=12991.13 bps, std=997.90, mediana=12492.26, min=12478.88, max=14986.85, n=5, outliers=0
tree_ORTHOMCL1316_Inner3.nexus: média=26007.56 bps, std=3345.85, mediana=28568.65, min=20417.45, max=28606.46, n=5, outliers=0
tree_ORTHOMCL1334_Inner1.nexus: média=13411.00 bps, std=1030.55, mediana=12895.87, min=12881.63, max=15472.00, n=5, outliers=0
tree_ORTHOMCL1334_Inner2.nexus: média=12768.28 bps, std=1926.72, mediana=12491.86, min=10669.72, max=14993.20, n=5, outliers=0
tree_ORTHOMCL1334_Inner3.nexus: média=25789.76 bps, std=2328.42, mediana=23960.68, min=23830.45, max=28647.50, n=5, outliers=0
tree_ORTHOMCL1352_Inner1.nexus: média=12489.27 bps, std=1334.28, mediana=12357.85, min=10601.91, max=14787.70, n=5, outliers=0
tree_ORTHOMCL1352_Inner2.nexus: média=14440.44 bps, std=1260.10, mediana=15450.56, min=12892.48, max=15493.58, n=5, outliers=0
tree_ORTHOMCL1352_Inner3.nexus: média=22426.91 bps, std=1897.05, mediana=21686.41, min=19982.16, max=25576.46, n=5, outliers=0
tree_ORTHOMCL1359_Inner1.nexus: média=13103.21 bps, std=1617.63, mediana=12362.62, min=11316.25, max=16045.21, n=5, outliers=0
tree_ORTHOMCL1359_Inner2.nexus: média=13451.56 bps, std=1014.59, mediana=12900.91, min=12883.14, max=15474.23, n=5, outliers=0
tree_ORTHOMCL1359_Inner3.nexus: média=24166.88 bps, std=1874.47, mediana=23324.24, min=22996.34, max=27907.80, n=5, outliers=0
tree_ORTHOMCL1363_Inner1.nexus: média=11759.88 bps, std=2964.43, mediana=12365.38, min=7410.72, max=14841.00, n=5, outliers=0
tree_ORTHOMCL1363_Inner2.nexus: média=12762.95 bps, std=1380.98, mediana=12482.61, min=10706.93, max=14999.27, n=5, outliers=0
tree_ORTHOMCL1363_Inner3.nexus: média=24190.66 bps, std=2759.28, mediana=23335.31, min=19986.36, max=27927.52, n=5, outliers=0
tree_ORTHOMCL1370_Inner1.nexus: média=13330.88 bps, std=1197.55, mediana=12364.32, min=12342.48, max=14830.07, n=5, outliers=0
tree_ORTHOMCL1370_Inner2.nexus: média=12593.18 bps, std=1270.97, mediana=12494.10, min=10744.41, max=14744.53, n=5, outliers=0
tree_ORTHOMCL1370_Inner3.nexus: média=22321.08 bps, std=3144.25, mediana=20015.16, min=19995.07, max=27948.17, n=5, outliers=0
tree_ORTHOMCL1374_Inner1.nexus: média=12496.44 bps, std=1344.96, mediana=12359.90, min=10597.47, max=14815.76, n=5, outliers=0
tree_ORTHOMCL1374_Inner2.nexus: média=13484.11 bps, std=1221.71, mediana=12499.00, min=12467.70, max=14982.72, n=5, outliers=0
tree_ORTHOMCL1374_Inner3.nexus: média=24239.24 bps, std=1876.85, mediana=23319.26, min=23235.64, max=27992.33, n=5, outliers=0
tree_ORTHOMCL1375_Inner1.nexus: média=12747.63 bps, std=1052.07, mediana=12363.92, min=11834.04, max=14811.20, n=5, outliers=0
tree_ORTHOMCL1375_Inner2.nexus: média=12906.59 bps, std=1151.59, mediana=12515.31, min=11485.33, max=14971.89, n=5, outliers=0
tree_ORTHOMCL1375_Inner3.nexus: média=22495.58 bps, std=1482.98, mediana=22807.67, min=19956.25, max=24371.10, n=5, outliers=0
tree_ORTHOMCL1378_Inner1.nexus: média=12580.24 bps, std=1235.95, mediana=12371.18, min=11143.77, max=14835.81, n=5, outliers=0
tree_ORTHOMCL1378_Inner2.nexus: média=16535.62 bps, std=2513.25, mediana=16632.85, min=12487.32, max=19963.69, n=5, outliers=0
tree_ORTHOMCL1378_Inner3.nexus: média=24729.50 bps, std=3421.23, mediana=26505.89, min=19963.59, max=27971.92, n=5, outliers=0
tree_ORTHOMCL1385_Inner1.nexus: média=12664.32 bps, std=1146.19, mediana=12363.17, min=11400.64, max=14832.12, n=5, outliers=0
tree_ORTHOMCL1385_Inner2.nexus: média=13545.07 bps, std=1710.29, mediana=12888.18, min=11025.96, max=15470.37, n=5, outliers=0
tree_ORTHOMCL1385_Inner3.nexus: média=25055.51 bps, std=2188.68, mediana=23335.31, min=23175.81, max=28026.02, n=5, outliers=0
tree_ORTHOMCL1403_Inner1.nexus: média=12579.98 bps, std=1314.55, mediana=12442.37, min=10703.33, max=14826.72, n=5, outliers=0
tree_ORTHOMCL1403_Inner2.nexus: média=13475.44 bps, std=1902.67, mediana=14765.46, min=10165.56, max=14986.97, n=5, outliers=0
tree_ORTHOMCL1403_Inner3.nexus: média=23343.76 bps, std=2623.99, mediana=23313.73, min=19957.04, max=27981.42, n=5, outliers=0
tree_ORTHOMCL1404_Inner1.nexus: média=11946.37 bps, std=2423.52, mediana=10595.55, min=8925.19, max=14824.74, n=5, outliers=0
tree_ORTHOMCL1404_Inner2.nexus: média=18154.26 bps, std=2325.10, mediana=19936.78, min=14265.11, max=19956.81, n=5, outliers=0
tree_ORTHOMCL1404_Inner3.nexus: média=23896.28 bps, std=3360.43, mediana=23189.57, min=19864.06, max=27805.71, n=5, outliers=0
tree_ORTHOMCL1408_Inner1.nexus: média=12865.37 bps, std=63.94, mediana=12892.33, min=12738.21, max=12909.93, n=5, outliers=0
tree_ORTHOMCL1408_Inner2.nexus: média=12449.25 bps, std=1900.41, mediana=12227.68, min=9171.00, max=14674.71, n=5, outliers=0
